3860,2347,0.428325218665173,26682.0,24537.0,784.0,70568.266,354.14398,0
3860,2348,0.4382191095547774,26700.0,24540.0,786.0,65696.914,353.31308,0
3860,2349,0.416920990166158,26746.0,24578.0,788.0,65693.836,350.5377,0
3860,2350,0.3741961964701053,26763.0,24615.0,790.0,70003.57,351.8699,0
3860,2351,0.40156317846287454,26758.0,24609.0,792.0,67485.0,353.49106,0
3860,2352,0.41184461897686264,26753.0,24594.0,794.0,59986.875,3.871256,0
3860,2353,0.39090827094795705,26742.0,24577.0,791.0,58413.4,15.642246,0
3860,2354,0.3817427385892116,26717.0,24561.0,786.0,56377.656,16.699244,0
3860,2355,0.3864200938448799,26676.0,24539.0,783.0,50158.348,9.293308,0
3860,2356,0.38480778138026867,26634.0,24509.0,782.0,45908.824,358.8767,0
3860,2357,0.38273321284582235,26610.0,24479.0,783.0,47015.848,354.5077,0
3860,2358,0.3705045999442431,26622.0,24470.0,786.0,52269.78,2.960936,0
3860,2359,0.37401046247858893,26665.0,24503.0,782.0,60094.8,20.60626,0
3860,2360,0.3912172923777019,26707.0,24550.0,772.0,61180.145,26.18811,0
3860,2361,0.3673606447280054,26707.0,24574.0,766.0,55424.95,23.44292,0
3860,2362,0.3728103579588728,26670.0,24556.0,762.0,52370.41,19.057705,0
3860,2363,0.3896109860836816,26618.0,24520.0,757.0,56093.18,20.179459,0
3860,2364,0.4009666241108882,26591.0,24488.0,749.0,59570.21,26.952179,0
3860,2365,0.3871177618737801,26600.0,24478.0,740.0,49163.402,23.749495,0
3860,2366,0.3939981532779317,26620.0,24481.0,740.0,49163.402,23.749495,0
3860,2367,0.40522438044206294,26623.0,24479.0,737.0,28750.738,17.300528,0
3860,2368,0.42284410913238,26596.0,24463.0,738.0,6395.7017,39.289406,0
3860,2369,0.3938702909787467,26566.0,24429.0,737.0,12158.33,182.1211,0
3860,2370,0.3929476837981102,26537.0,24390.0,738.0,21068.459,199.98311,0
3860,2371,0.3882375189107413,26508.0,24355.0,741.0,25216.066,214.8245,0
3860,2372,0.38901387326584175,26475.0,24329.0,745.0,28750.738,230.0796,0
3860,2373,0.4074040302726361,26436.0,24306.0,754.0,31416.318,231.98106,0
3860,2374,0.41777205980213833,26401.0,24287.0,760.0,33190.36,220.60129,0
3860,2375,0.3793136139552522,26388.0,24272.0,765.0,34418.383,205.55997,0
3860,2376,0.3431192660550459,26392.0,24279.0,768.0,31959.506,189.72758,0
3860,2377,0.3683199692706583,26402.0,24309.0,768.0,23955.896,185.38931,0
3860,2378,0.38443495801473004,26410.0,24335.0,769.0,14357.751,212.19574,0
3860,2379,0.40795559666975023,26421.0,24336.0,772.0,13424.79,256.42957,0
3860,2380,0.41815601578783984,26434.0,24324.0,774.0,20124.611,280.30484,0
3860,2381,0.38657580283793874,26416.0,24299.0,782.0,27186.854,298.68616,0
3860,2382,0.3658935617361178,26386.0,24267.0,789.0,32130.127,322.9696,0
3860,2383,0.3556719022687609,26356.0,24241.0,792.0,40534.984,337.1355,0
3860,2384,0.37407838571982927,26331.0,24222.0,796.0,46678.688,340.86636,0
3860,2385,0.35717131474103586,26312.0,24214.0,801.0,49826.2,339.92847,0
3860,2386,0.3437073712928813,26276.0,24204.0,807.0,53733.09,333.64954,0
3860,2387,0.3509887005649718,26228.0,24182.0,815.0,54644.9,329.84546,0
3860,2388,0.36556246024367567,26187.0,24154.0,823.0,48168.92,330.3215,0
3860,2389,0.34825217215599114,26166.0,24132.0,828.0,44711.074,319.89908,0
3860,2390,0.3277241092759946,26157.0,24114.0,837.0,46808.652,307.97162,0
3860,2391,0.3459402671469308,26156.0,24103.0,849.0,47187.816,304.9025,0
3860,2392,0.3276164893067466,26162.0,24112.0,861.0,43694.05,302.38068,0
3860,2393,0.341528649315914,26198.0,24152.0,872.0,28008.66,293.6821,0
3860,2394,0.3595106550907656,26262.0,24212.0,877.0,14526.011,253.81079,0
